event_id,flight_id,event_time_utc,status,note
E00000808,F0002116,2025-09-07T10:38:33.977183,On Time,
E00000809,F0002116,2025-09-08T15:38:33.977183,On Time,
E00000810,F0002595,2025-10-09T04:38:33.977183,Scheduled,Crew late
E00000811,F0002595,2025-10-09T09:38:33.977183,Cancelled,Security check
E00000812,F0002595,2025-10-08T02:38:33.977183,Scheduled,Security check
E00000813,F0006812,2025-09-07T12:38:33.977183,Scheduled,Tech issue
E00000814,F0006812,2025-09-05T10:38:33.977183,Diverted,Crew late
E00000815,F0006812,2025-09-06T11:38:33.977183,Cancelled,ATC delay
E00000816,F0009530,2025-12-02T20:38:33.977183,Cancelled,ATC delay
E00000817,F0009530,2025-12-03T10:38:33.977183,On Time,
E00000818,F0017902,2025-09-06T10:38:33.977183,On Time,
E00000819,F0017902,2025-09-05T21:38:33.977183,Diverted,ATC delay
E00000820,F0019613,2025-12-10T00:38:33.977183,Diverted,ATC delay
E00000821,F0019613,2025-12-10T22:38:33.977183,Delayed,Crew late
E00000822,F0010090,2025-09-02T08:38:33.977183,Diverted,Tech issue
E00000823,F0010090,2025-09-03T09:38:33.977183,Delayed,Security check
E00000824,F0010090,2025-09-03T08:38:33.977183,Delayed,Security check
E00000825,F0018976,2025-08-25T02:38:33.977708,Diverted,Tech issue
E00000826,F0018976,2025-08-25T03:38:33.977708,On Time,
E00000827,F0018976,2025-08-26T07:38:33.977708,Diverted,Weather at origin
E00000828,F0008214,2025-12-16T11:38:33.977708,Scheduled,ATC delay
E00000829,F0008214,2025-12-16T15:38:33.977708,Cancelled,Weather at origin
E00000830,F0008214,2025-12-16T01:38:33.977708,Delayed,Crew late
E00000831,F0015525,2025-09-17T22:38:33.977708,Scheduled,ATC delay
E00000832,F0015525,2025-09-18T22:38:33.977708,On Time,
E00000833,F0015525,2025-09-18T20:38:33.977708,Diverted,Tech issue
E00000834,F0000115,2025-10-25T19:38:33.977708,Cancelled,ATC delay
E00000835,F0000115,2025-10-27T00:38:33.977708,Delayed,Weather at origin
E00000836,F0000426,2025-09-06T17:38:33.977708,On Time,
E00000837,F0000426,2025-09-06T03:38:33.977708,Cancelled,Tech issue
E00000838,F0000426,2025-09-07T07:38:33.977708,Cancelled,Crew late
E00000839,F0000098,2025-12-17T02:38:33.977708,Diverted,Tech issue
E00000840,F0010107,2025-10-27T21:38:33.977708,Cancelled,Weather at origin
E00000841,F0010107,2025-10-29T11:38:33.977708,Cancelled,Security check
E00000842,F0015385,2025-09-11T21:38:33.977708,Scheduled,ATC delay
E00000843,F0015385,2025-09-11T13:38:33.977708,Scheduled,Weather at origin
E00000844,F0010846,2025-08-18T06:38:33.977708,On Time,
E00000845,F0014003,2026-01-12T22:38:33.977708,Scheduled,ATC delay
E00000846,F0014003,2026-01-13T21:38:33.977708,Delayed,Tech issue
E00000847,F0016941,2025-10-19T19:38:33.977708,On Time,
E00000848,F0016941,2025-10-21T14:38:33.977708,On Time,
E00000849,F0008456,2025-12-18T19:38:33.977708,Scheduled,Weather at origin
E00000850,F0008347,2025-08-15T21:38:33.977708,On Time,
E00000851,F0001335,2025-12-08T00:38:33.977708,Delayed,Tech issue
E00000852,F0001335,2025-12-08T18:38:33.977708,Diverted,Crew late
E00000853,F0001335,2025-12-06T21:38:33.977708,On Time,
E00000854,F0016138,2025-09-15T19:38:33.977708,Delayed,Weather at origin
E00000855,F0001063,2026-01-19T13:38:33.977708,Diverted,Crew late
E00000856,F0001063,2026-01-17T20:38:33.977708,Delayed,ATC delay
E00000857,F0001063,2026-01-17T10:38:33.977708,Cancelled,Weather at origin
E00000858,F0004899,2025-11-09T02:38:33.977708,Cancelled,Tech issue
E00000859,F0004899,2025-11-06T20:38:33.977708,Scheduled,Tech issue
E00000860,F0004899,2025-11-09T09:38:33.977708,Delayed,Weather at origin
E00000861,F0001252,2025-09-26T05:38:33.977708,Diverted,Tech issue
E00000862,F0011916,2026-02-05T05:38:33.977708,On Time,
E00000863,F0011916,2026-02-04T23:38:33.977708,Diverted,Crew late
E00000864,F0011916,2026-02-06T08:38:33.977708,On Time,
E00000865,F0002343,2025-12-13T20:38:33.977708,Cancelled,Weather at origin
E00000866,F0014696,2026-01-27T15:38:33.977708,Delayed,Crew late
E00000867,F0014696,2026-01-26T11:38:33.977708,Diverted,Security check
E00000868,F0014696,2026-01-25T21:38:33.977708,Diverted,Security check
E00000869,F0000244,2025-08-15T14:38:33.977708,Delayed,Security check
E00000870,F0014267,2026-01-17T17:38:33.977708,On Time,
E00000871,F0009111,2025-12-19T20:38:33.977708,Diverted,Security check
E00000872,F0009111,2025-12-19T09:38:33.977708,Scheduled,Security check
E00000873,F0003899,2026-01-19T10:38:33.977708,Cancelled,ATC delay
E00000874,F0003899,2026-01-19T14:38:33.977708,Scheduled,Crew late
E00000875,F0003899,2026-01-21T13:38:33.977708,Cancelled,Tech issue
E00000876,F0011506,2025-11-08T00:38:33.977708,On Time,
E00000877,F0017880,2025-09-24T12:38:33.977708,Diverted,ATC delay
E00000878,F0017880,2025-09-24T07:38:33.977708,Scheduled,Weather at origin
E00000879,F0004967,2025-10-08T22:38:33.977708,Cancelled,Weather at origin
E00000880,F0004967,2025-10-10T14:38:33.977708,Cancelled,Security check
E00000881,F0017700,2025-08-19T19:38:33.977708,Scheduled,Crew late
E00000882,F0017700,2025-08-20T12:38:33.977708,Cancelled,Crew late
E00000883,F0016619,2025-11-24T15:38:33.977708,Scheduled,Tech issue
E00000884,F0016619,2025-11-24T20:38:33.977708,Scheduled,Security check
E00000885,F0016619,2025-11-23T16:38:33.977708,Scheduled,ATC delay
E00000886,F0015218,2025-11-14T07:38:33.977708,Cancelled,Tech issue
E00000887,F0005373,2025-10-25T21:38:33.977708,Delayed,Security check
E00000888,F0005373,2025-10-27T10:38:33.977708,Cancelled,Tech issue
E00000889,F0005373,2025-10-24T18:38:33.977708,On Time,
E00000890,F0012755,2026-01-22T08:38:33.979518,Diverted,Weather at origin
E00000891,F0012755,2026-01-22T18:38:33.979518,On Time,
E00000892,F0009570,2025-12-16T01:38:33.979518,On Time,
E00000893,F0009570,2025-12-14T06:38:33.979518,Diverted,ATC delay
E00000894,F0009570,2025-12-14T16:38:33.979518,Cancelled,Crew late
E00000895,F0015609,2025-12-31T05:38:33.979518,Cancelled,ATC delay
E00000896,F0015609,2026-01-01T10:38:33.979518,Diverted,ATC delay
E00000897,F0015609,2026-01-02T01:38:33.979518,Scheduled,Crew late
E00000898,F0008870,2026-01-20T17:38:33.979518,Diverted,Security check
E00000899,F0013337,2025-10-24T01:38:33.979518,Cancelled,Crew late
E00000900,F0013337,2025-10-24T10:38:33.979518,Delayed,Tech issue
E00000901,F0000511,2025-10-21T13:38:33.979518,On Time,
E00000902,F0018031,2025-12-28T11:38:33.979518,Delayed,Security check
E00000903,F0018031,2025-12-30T07:38:33.979518,Scheduled,Weather at origin
E00000904,F0018031,2025-12-28T17:38:33.979518,Scheduled,Security check
E00000905,F0010337,2026-01-09T15:38:33.979518,Cancelled,Weather at origin
E00000906,F0010337,2026-01-09T05:38:33.979518,Delayed,Weather at origin
E00000907,F0010337,2026-01-09T01:38:33.979518,Cancelled,Security check
E00000908,F0013333,2025-08-29T22:38:33.979518,Cancelled,Security check
E00000909,F0013333,2025-08-29T16:38:33.979518,Diverted,ATC delay
E00000910,F0005583,2026-01-06T19:38:33.979518,Scheduled,ATC delay
E00000911,F0005583,2026-01-08T23:38:33.979518,Diverted,Security check
E00000912,F0005583,2026-01-07T21:38:33.979518,On Time,
E00000913,F0003178,2025-12-07T11:38:33.979518,Delayed,Weather at origin
E00000914,F0003178,2025-12-07T00:38:33.979518,Scheduled,Crew late
E00000915,F0003178,2025-12-06T17:38:33.979518,Diverted,ATC delay
E00000916,F0007381,2025-11-18T18:38:33.979518,Delayed,Crew late
E00000917,F0007381,2025-11-19T21:38:33.979518,Diverted,Tech issue
E00000918,F0007381,2025-11-20T04:38:33.979518,Cancelled,Tech issue
E00000919,F0007872,2025-12-12T10:38:33.979518,Scheduled,Tech issue
E00000920,F0011787,2025-09-10T12:38:33.979518,Cancelled,ATC delay
E00000921,F0011787,2025-09-10T03:38:33.979518,Cancelled,Weather at origin
E00000922,F0011787,2025-09-08T08:38:33.979518,Scheduled,Crew late
E00000923,F0011247,2025-09-11T23:38:33.980157,Cancelled,Tech issue
E00000924,F0011958,2026-01-27T14:38:33.980157,Diverted,Crew late
E00000925,F0018011,2026-01-18T23:38:33.980157,Diverted,Tech issue
E00000926,F0018011,2026-01-19T04:38:33.980157,Diverted,Tech issue
E00000927,F0006390,2025-10-06T01:38:33.980157,Scheduled,Crew late
E00000928,F0006390,2025-10-05T10:38:33.980157,Diverted,Crew late
E00000929,F0006390,2025-10-04T16:38:33.980157,Cancelled,Weather at origin
E00000930,F0008171,2026-01-25T18:38:33.980157,On Time,
E00000931,F0011583,2025-10-21T12:38:33.980157,Scheduled,Tech issue
E00000932,F0005674,2025-12-14T09:38:33.980157,On Time,
E00000933,F0013134,2025-10-03T21:38:33.980157,Scheduled,Crew late
E00000934,F0007441,2025-09-01T04:38:33.981253,Cancelled,Tech issue
E00000935,F0007441,2025-09-02T05:38:33.981253,Scheduled,Weather at origin
E00000936,F0018883,2025-11-16T15:38:33.981253,On Time,
E00000937,F0010046,2026-01-19T07:38:33.981253,On Time,
E00000938,F0010046,2026-01-18T17:38:33.981253,Scheduled,Security check
E00000939,F0010046,2026-01-19T09:38:33.981253,Delayed,Security check
E00000940,F0010260,2025-08-29T08:38:33.981253,Scheduled,Crew late
E00000941,F0010260,2025-08-28T15:38:33.981253,On Time,
E00000942,F0007525,2025-09-12T17:38:33.981253,Scheduled,ATC delay
E00000943,F0007525,2025-09-12T08:38:33.981253,Cancelled,Weather at origin
E00000944,F0007525,2025-09-10T19:38:33.981253,On Time,
E00000945,F0004496,2025-10-24T08:38:33.981253,Delayed,Weather at origin
E00000946,F0004496,2025-10-23T00:38:33.981253,Diverted,Weather at origin
E00000947,F0001065,2026-02-05T08:38:33.981253,On Time,
E00000948,F0001065,2026-02-06T14:38:33.981253,On Time,
E00000949,F0001065,2026-02-04T14:38:33.981253,Scheduled,Security check
E00000950,F0019199,2025-12-22T15:38:33.981253,Diverted,Tech issue
E00000951,F0009703,2026-01-07T12:38:33.981253,Diverted,Crew late
E00000952,F0009703,2026-01-07T13:38:33.981253,Cancelled,Crew late
E00000953,F0009703,2026-01-07T03:38:33.981253,Delayed,Tech issue
E00000954,F0016056,2025-10-18T21:38:33.981253,Scheduled,Tech issue
E00000955,F0008108,2025-09-18T01:38:33.981253,Cancelled,ATC delay
E00000956,F0008108,2025-09-18T22:38:33.981253,Scheduled,Tech issue
E00000957,F0014448,2025-10-14T15:38:33.981253,Cancelled,Weather at origin
E00000958,F0016960,2025-11-03T05:38:33.981253,Diverted,Security check
E00000959,F0016960,2025-11-04T10:38:33.981253,Cancelled,Weather at origin
E00000960,F0016960,2025-11-01T22:38:33.981253,Delayed,Crew late
E00000961,F0002756,2025-08-15T03:38:33.981253,Scheduled,Weather at origin
E00000962,F0002756,2025-08-17T07:38:33.981253,Cancelled,Tech issue
E00000963,F0002756,2025-08-16T10:38:33.981253,Cancelled,Tech issue
E00000964,F0014760,2025-11-01T12:38:33.981253,Delayed,Security check
E00000965,F0014760,2025-10-30T20:38:33.981253,On Time,
E00000966,F0014760,2025-10-30T19:38:33.981253,Scheduled,Crew late
E00000967,F0008329,2025-08-25T21:38:33.981253,Delayed,Tech issue
E00000968,F0008036,2025-11-22T09:38:33.981253,Delayed,Tech issue
E00000969,F0019487,2025-12-31T04:38:33.981253,Scheduled,Tech issue
E00000970,F0019487,2025-12-30T18:38:33.981253,Scheduled,Tech issue
E00000971,F0019487,2025-12-29T12:38:33.981253,On Time,
E00000972,F0004851,2026-01-25T13:38:33.981253,Delayed,Security check
E00000973,F0004851,2026-01-26T06:38:33.981253,Scheduled,Tech issue
E00000974,F0004851,2026-01-26T02:38:33.981253,Delayed,Weather at origin
E00000975,F0014834,2025-09-04T07:38:33.981253,Delayed,ATC delay
E00000976,F0000059,2025-11-22T09:38:33.981253,Delayed,Security check
E00000977,F0000059,2025-11-23T13:38:33.981253,Scheduled,Tech issue
E00000978,F0000059,2025-11-22T05:38:33.981253,Delayed,Tech issue
E00000979,F0003830,2026-01-27T05:38:33.981253,Diverted,Security check
E00000980,F0003830,2026-01-27T19:38:33.981253,Cancelled,Weather at origin
E00000981,F0007588,2025-10-30T04:38:33.981253,On Time,
E00000982,F0003215,2025-10-30T23:38:33.981253,Delayed,Tech issue
E00000983,F0003215,2025-10-28T22:38:33.981253,On Time,
E00000984,F0003215,2025-10-30T06:38:33.981253,Cancelled,Weather at origin
E00000985,F0000605,2025-10-20T15:38:33.981253,On Time,
E00000986,F0000605,2025-10-19T19:38:33.981253,Delayed,Weather at origin
E00000987,F0002082,2025-10-09T16:38:33.981253,Cancelled,Crew late
E00000988,F0002082,2025-10-11T01:38:33.981253,Delayed,Security check
E00000989,F0002082,2025-10-11T03:38:33.981253,On Time,
E00000990,F0019365,2025-12-22T10:38:33.981253,Delayed,ATC delay
E00000991,F0019365,2025-12-21T22:38:33.981253,On Time,
E00000992,F0019365,2025-12-22T00:38:33.981253,Scheduled,Security check
E00000993,F0019851,2025-10-26T08:38:33.981253,Diverted,Weather at origin
E00000994,F0019851,2025-10-27T11:38:33.981253,Scheduled,Crew late
E00000995,F0019851,2025-10-26T04:38:33.981253,Delayed,Weather at origin
E00000996,F0014292,2026-01-14T17:38:33.981253,Delayed,Crew late
E00000997,F0019486,2026-01-04T14:38:33.981253,Diverted,Security check
E00000998,F0019486,2026-01-04T20:38:33.981253,On Time,
E00000999,F0015850,2026-01-26T12:38:33.981253,Scheduled,Weather at origin
E00001000,F0008863,2026-01-09T06:38:33.981253,Diverted,Weather at origin
E00001001,F0008863,2026-01-07T23:38:33.981253,Scheduled,ATC delay
E00001002,F0008863,2026-01-07T03:38:33.981253,Diverted,Weather at origin
E00001003,F0001576,2025-09-24T03:38:33.981253,Delayed,Crew late
E00001004,F0001576,2025-09-23T13:38:33.981253,On Time,
E00001005,F0001576,2025-09-25T02:38:33.981253,Cancelled,Tech issue
E00001006,F0004616,2025-12-28T06:38:33.981253,On Time,
E00001007,F0004616,2025-12-26T09:38:33.981253,Scheduled,ATC delay
E00001008,F0004616,2025-12-27T11:38:33.981253,On Time,
E00001009,F0010915,2025-10-29T13:38:33.981253,Diverted,Weather at origin
E00001010,F0010915,2025-10-30T03:38:33.981253,Diverted,Weather at origin
E00001011,F0005427,2025-12-11T19:38:33.981253,Scheduled,Security check
E00001012,F0005427,2025-12-11T04:38:33.981253,Cancelled,Security check
E00001013,F0005427,2025-12-10T17:38:33.981253,Delayed,Security check
E00001014,F0009965,2025-10-15T23:38:33.981253,Scheduled,Security check
E00001015,F0009965,2025-10-18T03:38:33.981253,Delayed,ATC delay
E00001016,F0009965,2025-10-18T12:38:33.981253,Cancelled,Crew late
E00001017,F0012376,2025-09-03T22:38:33.981253,On Time,
E00001018,F0012376,2025-09-05T07:38:33.981253,On Time,
E00001019,F0007821,2025-12-17T07:38:33.981253,Delayed,Crew late
E00001020,F0018189,2025-11-27T20:38:33.981253,Cancelled,ATC delay
E00001021,F0018189,2025-11-26T01:38:33.981253,Delayed,Weather at origin
E00001022,F0018189,2025-11-27T16:38:33.981253,Cancelled,Weather at origin
E00001023,F0010860,2025-08-29T09:38:33.981253,On Time,
E00001024,F0010860,2025-08-30T12:38:33.981253,Scheduled,Crew late
E00001025,F0010860,2025-08-31T11:38:33.981253,Cancelled,Weather at origin
E00001026,F0014245,2025-12-12T18:38:33.981253,Scheduled,ATC delay
E00001027,F0014245,2025-12-10T19:38:33.981253,Delayed,Crew late
E00001028,F0001754,2025-09-03T04:38:33.981253,On Time,
E00001029,F0001754,2025-09-03T03:38:33.981253,Diverted,Security check
E00001030,F0005725,2025-12-25T09:38:33.981253,Diverted,Crew late
E00001031,F0005725,2025-12-23T15:38:33.981253,Delayed,Crew late
E00001032,F0005725,2025-12-24T22:38:33.981253,Delayed,ATC delay
E00001033,F0018463,2025-12-19T11:38:33.981253,Cancelled,Weather at origin
E00001034,F0018463,2025-12-18T11:38:33.981253,Delayed,Tech issue
E00001035,F0009952,2025-11-03T17:38:33.981253,Scheduled,Weather at origin
E00001036,F0009952,2025-11-02T12:38:33.981253,Delayed,Security check
E00001037,F0003792,2025-10-08T06:38:33.981253,Scheduled,Tech issue
E00001038,F0003792,2025-10-10T06:38:33.981253,Diverted,Weather at origin
E00001039,F0008719,2026-01-07T23:38:33.981253,Scheduled,Tech issue
E00001040,F0008719,2026-01-09T08:38:33.981253,Scheduled,Crew late
E00001041,F0008719,2026-01-10T14:38:33.981253,Diverted,ATC delay
E00001042,F0012936,2025-08-15T08:38:33.981253,Scheduled,Tech issue
E00001043,F0012936,2025-08-16T20:38:33.981253,Cancelled,Weather at origin
E00001044,F0012936,2025-08-16T23:38:33.981253,Cancelled,Weather at origin
E00001045,F0012782,2025-11-14T21:38:33.981253,On Time,
E00001046,F0012716,2025-09-11T17:38:33.981253,Cancelled,Weather at origin
E00001047,F0012716,2025-09-13T20:38:33.981253,Scheduled,Tech issue
E00001048,F0001820,2026-01-27T16:38:33.981253,Diverted,Weather at origin
E00001049,F0001820,2026-01-26T08:38:33.981253,Diverted,ATC delay
E00001050,F0001820,2026-01-28T00:38:33.981253,Diverted,Tech issue
E00001051,F0015547,2025-10-13T03:38:33.981253,On Time,
E00001052,F0015547,2025-10-12T18:38:33.981253,Delayed,Security check
E00001053,F0000702,2025-10-01T23:38:33.981253,Cancelled,Tech issue
E00001054,F0000702,2025-10-02T16:38:33.981253,Delayed,Crew late
E00001055,F0000702,2025-10-03T09:38:33.981253,Diverted,Tech issue
E00001056,F0008905,2025-12-28T00:38:33.981253,On Time,
E00001057,F0008905,2025-12-26T02:38:33.981253,On Time,
E00001058,F0008905,2025-12-26T06:38:33.981253,Scheduled,Crew late
E00001059,F0001672,2026-01-28T06:38:33.981253,Cancelled,Tech issue
E00001060,F0001672,2026-01-27T00:38:33.981253,Delayed,ATC delay
E00001061,F0013485,2025-09-10T14:38:33.981253,Delayed,Crew late
E00001062,F0007012,2025-10-03T04:38:33.981253,Delayed,Tech issue
E00001063,F0007012,2025-10-01T23:38:33.981253,Diverted,ATC delay
E00001064,F0007012,2025-10-02T12:38:33.981253,Delayed,ATC delay
E00001065,F0019657,2025-11-19T20:38:33.981253,On Time,
E00001066,F0019657,2025-11-21T13:38:33.981253,On Time,
E00001067,F0019657,2025-11-21T22:38:33.981253,Diverted,Crew late
E00001068,F0017174,2025-12-19T06:38:33.983264,Cancelled,Crew late
E00001069,F0017174,2025-12-18T17:38:33.983264,Delayed,ATC delay
E00001070,F0001496,2025-09-23T10:38:33.983264,Scheduled,Tech issue
E00001071,F0001496,2025-09-23T03:38:33.983264,Scheduled,Security check
E00001072,F0001496,2025-09-23T14:38:33.983264,Scheduled,Crew late
E00001073,F0013043,2025-08-14T05:38:33.983264,Delayed,Crew late
E00001074,F0013043,2025-08-13T13:38:33.983264,Delayed,ATC delay
E00001075,F0018435,2025-11-30T09:38:33.983264,Diverted,Crew late
E00001076,F0018435,2025-11-29T19:38:33.983264,Delayed,ATC delay
E00001077,F0018435,2025-11-28T18:38:33.983264,Scheduled,Tech issue
E00001078,F0008156,2025-09-23T11:38:33.983264,On Time,
E00001079,F0019175,2025-11-19T15:38:33.983264,On Time,
E00001080,F0010439,2025-12-24T09:38:33.983264,Scheduled,Crew late
E00001081,F0010439,2025-12-24T16:38:33.983264,On Time,
E00001082,F0017854,2026-01-23T13:38:33.983264,On Time,
E00001083,F0017854,2026-01-21T22:38:33.983264,Cancelled,Weather at origin
E00001084,F0010658,2025-10-30T09:38:33.983264,On Time,
E00001085,F0010658,2025-10-31T00:38:33.983264,Diverted,Crew late
E00001086,F0014198,2025-12-02T03:38:33.983264,Diverted,Security check
E00001087,F0008919,2025-09-20T10:38:33.983264,Cancelled,Tech issue
E00001088,F0002946,2025-10-02T12:38:33.983264,Diverted,ATC delay
E00001089,F0002946,2025-09-29T15:38:33.983264,Cancelled,ATC delay
E00001090,F0000297,2025-09-24T00:38:33.983264,On Time,
E00001091,F0001360,2025-10-11T12:38:33.983264,Diverted,Crew late
E00001092,F0001360,2025-10-12T05:38:33.983264,Diverted,ATC delay
E00001093,F0001360,2025-10-12T07:38:33.983264,Diverted,ATC delay
E00001094,F0006543,2025-12-25T19:38:33.983264,Delayed,Tech issue
E00001095,F0006543,2025-12-27T05:38:33.983264,Scheduled,Crew late
E00001096,F0006543,2025-12-25T09:38:33.983264,Cancelled,Crew late
E00001097,F0000874,2025-12-12T08:38:33.983264,Scheduled,Crew late
E00001098,F0000874,2025-12-11T16:38:33.983264,Delayed,Crew late
E00001099,F0000874,2025-12-09T19:38:33.983264,Diverted,Weather at origin
E00001100,F0011146,2026-01-03T22:38:33.983264,Diverted,ATC delay
E00001101,F0008229,2025-12-18T04:38:33.983264,Cancelled,Tech issue
E00001102,F0007250,2026-01-14T19:38:33.983264,Diverted,Crew late
E00001103,F0007250,2026-01-13T18:38:33.983264,Cancelled,Weather at origin
E00001104,F0007250,2026-01-14T05:38:33.983264,Delayed,ATC delay
E00001105,F0012307,2026-01-29T10:38:33.983264,Delayed,Tech issue
E00001106,F0012307,2026-01-29T04:38:33.983264,On Time,
E00001107,F0005245,2025-10-20T07:38:33.983264,Diverted,Security check
E00001108,F0016055,2025-12-21T19:38:33.983264,Diverted,ATC delay
E00001109,F0016055,2025-12-20T16:38:33.983264,On Time,
E00001110,F0016055,2025-12-21T09:38:33.983264,On Time,
E00001111,F0000624,2025-11-26T18:38:33.983264,Diverted,Weather at origin
E00001112,F0003800,2025-10-02T19:38:33.983264,Delayed,Tech issue
E00001113,F0003800,2025-10-03T00:38:33.983264,Diverted,Weather at origin
E00001114,F0001999,2025-12-19T03:38:33.983264,Cancelled,Security check
E00001115,F0016095,2025-12-24T13:38:33.983264,Delayed,Crew late
E00001116,F0016095,2025-12-22T18:38:33.983264,Scheduled,Weather at origin
E00001117,F0016095,2025-12-23T08:38:33.983264,Delayed,Crew late
E00001118,F0009798,2026-01-17T13:38:33.983264,Scheduled,Crew late
E00001119,F0009798,2026-01-16T21:38:33.983264,Diverted,Crew late
E00001120,F0013360,2026-01-13T09:38:33.983264,Cancelled,Crew late
E00001121,F0013360,2026-01-13T07:38:33.983264,On Time,
E00001122,F0013360,2026-01-13T03:38:33.983264,Delayed,Tech issue
E00001123,F0007506,2025-12-30T11:38:33.983264,Scheduled,ATC delay
E00001124,F0007506,2025-12-29T06:38:33.983264,Diverted,Security check
E00001125,F0007506,2025-12-28T03:38:33.983264,On Time,
E00001126,F0011214,2025-11-09T01:38:33.983264,Diverted,ATC delay
E00001127,F0011214,2025-11-10T13:38:33.983264,Cancelled,Tech issue
E00001128,F0002404,2026-01-06T03:38:33.983264,Cancelled,Tech issue
E00001129,F0002404,2026-01-05T01:38:33.983264,Scheduled,Weather at origin
E00001130,F0002404,2026-01-05T08:38:33.983264,Delayed,Crew late
E00001131,F0002661,2026-01-04T14:38:33.983264,Cancelled,Security check
E00001132,F0000928,2025-12-21T15:38:33.983264,Diverted,Security check
E00001133,F0010646,2025-11-01T14:38:33.983264,Delayed,Tech issue
E00001134,F0010646,2025-11-03T13:38:33.983264,Diverted,ATC delay
E00001135,F0007119,2025-08-23T15:38:33.983264,Delayed,ATC delay
E00001136,F0007119,2025-08-24T23:38:33.983264,Delayed,Crew late
E00001137,F0002398,2025-11-05T12:38:33.983264,Delayed,Tech issue
E00001138,F0002398,2025-11-05T19:38:33.983264,Scheduled,Weather at origin
E00001139,F0019411,2025-11-29T15:38:33.983264,Delayed,Weather at origin
E00001140,F0019411,2025-11-28T17:38:33.983264,Diverted,Weather at origin
E00001141,F0019411,2025-12-01T11:38:33.983264,Diverted,ATC delay
E00001142,F0009618,2026-01-26T16:38:33.983264,Diverted,ATC delay
E00001143,F0009618,2026-01-28T14:38:33.983264,Delayed,ATC delay
E00001144,F0009618,2026-01-27T20:38:33.983264,On Time,
E00001145,F0014942,2026-01-30T21:38:33.983264,Scheduled,Weather at origin
E00001146,F0014942,2026-01-30T20:38:33.983264,Diverted,Security check
E00001147,F0014942,2026-01-28T19:38:33.983264,Cancelled,Crew late
E00001148,F0018896,2025-10-10T05:38:33.983264,Scheduled,Tech issue
E00001149,F0018896,2025-10-10T22:38:33.983264,Scheduled,Tech issue
E00001150,F0018896,2025-10-09T18:38:33.983264,Cancelled,ATC delay
E00001151,F0006186,2025-09-14T13:38:33.983264,Cancelled,Weather at origin
E00001152,F0016285,2025-12-15T19:38:33.983264,Scheduled,ATC delay
E00001153,F0016285,2025-12-17T03:38:33.983264,Diverted,Tech issue
E00001154,F0016285,2025-12-16T14:38:33.983264,Delayed,Weather at origin
E00001155,F0005422,2025-10-27T19:38:33.983264,Diverted,Tech issue
E00001156,F0005422,2025-10-27T20:38:33.983264,Scheduled,Security check
E00001157,F0012648,2026-02-05T23:38:33.983264,Scheduled,ATC delay
E00001158,F0012648,2026-02-06T22:38:33.983264,Cancelled,Security check
E00001159,F0018252,2025-12-07T23:38:33.983264,Delayed,Tech issue
E00001160,F0018252,2025-12-07T09:38:33.983264,Scheduled,Security check
E00001161,F0018252,2025-12-08T12:38:33.983264,Delayed,Weather at origin
E00001162,F0000478,2025-12-06T14:38:33.983264,Scheduled,Weather at origin
E00001163,F0003577,2025-12-23T06:38:33.983264,Diverted,Crew late
E00001164,F0003577,2025-12-23T09:38:33.983264,Scheduled,Tech issue
E00001165,F0003577,2025-12-23T08:38:33.983264,Scheduled,Weather at origin
E00001166,F0010022,2025-09-13T16:38:33.983264,On Time,
E00001167,F0008449,2025-12-08T07:38:33.983264,Cancelled,Tech issue
E00001168,F0008449,2025-12-06T17:38:33.983264,Delayed,Crew late
E00001169,F0008449,2025-12-06T18:38:33.983264,Delayed,ATC delay
E00001170,F0008193,2025-12-18T20:38:33.983264,Cancelled,Security check
E00001171,F0008785,2025-10-18T22:38:33.983264,Cancelled,Crew late
E00001172,F0008785,2025-10-19T10:38:33.983264,Diverted,Tech issue
E00001173,F0008785,2025-10-18T11:38:33.983264,Cancelled,Tech issue
E00001174,F0008663,2025-11-11T11:38:33.983264,On Time,
E00001175,F0008663,2025-11-11T12:38:33.983264,Delayed,Weather at origin
E00001176,F0008663,2025-11-09T23:38:33.983264,Scheduled,Crew late
E00001177,F0016751,2026-01-28T08:38:33.983264,Scheduled,Weather at origin
E00001178,F0016751,2026-01-29T14:38:33.983264,Scheduled,Security check
E00001179,F0016751,2026-01-29T15:38:33.983264,On Time,
E00001180,F0011333,2025-08-20T18:38:33.983264,Diverted,Tech issue
E00001181,F0011333,2025-08-19T19:38:33.983264,Diverted,Crew late
E00001182,F0010195,2026-02-02T19:38:33.983264,Cancelled,Security check
E00001183,F0010195,2026-02-02T20:38:33.983264,Scheduled,ATC delay
E00001184,F0010195,2026-02-03T04:38:33.983264,Cancelled,Weather at origin
E00001185,F0011850,2025-12-13T13:38:33.983264,Diverted,ATC delay
E00001186,F0001082,2025-10-02T04:38:33.983264,Cancelled,Weather at origin
E00001187,F0012129,2025-09-17T03:38:33.983264,Scheduled,Security check
E00001188,F0006642,2025-10-02T19:38:33.983264,Cancelled,Tech issue
E00001189,F0000593,2025-12-06T12:38:33.983264,Delayed,Weather at origin
E00001190,F0000593,2025-12-08T11:38:33.983264,Cancelled,Security check
E00001191,F0002353,2025-09-11T10:38:33.983264,On Time,
E00001192,F0002353,2025-09-10T00:38:33.983264,Cancelled,Security check
E00001193,F0000202,2025-10-24T09:38:33.983264,Diverted,ATC delay
E00001194,F0000202,2025-10-24T14:38:33.983264,Scheduled,Crew late
