flight_id,airline,flight_number,origin_airport,destination_airport,departure_time_utc,arrival_time_utc,aircraft_type,distance_km,stops,layover_airports,flight_type,status,delay_minutes,delay_cause,scheduled_duration_min
F0001026,Lufthansa,LU9238,AP285,AP245,2026-02-02T03:38:32.583868,2026-02-02T13:12:32.583868,B787,7069,0,,Non-stop,Delayed,142,Security,574
F0001027,IndiGo,IN9563,AP145,AP280,2025-09-28T10:23:32.583868,2025-09-28T17:19:32.583868,A350,5510,0,,Non-stop,On Time,,,416
F0001028,GoAir,GO2116,AP035,AP186,2025-11-10T20:38:32.583868,2025-11-11T06:58:32.583868,B737-800,7156,0,,Non-stop,On Time,,,620
F0001029,Air India,AI3882,AP278,AP211,2025-09-02T15:23:32.583868,2025-09-03T01:30:32.583868,B777-300ER,6883,0,,Non-stop,On Time,,,607
F0001030,Emirates,EM2285,AP201,AP094,2025-10-03T11:08:32.583868,2025-10-04T00:01:32.583868,A320,9258,1,AP017,One-stop,On Time,,,773
F0001031,Air India,AI6553,AP189,AP087,2025-09-08T16:08:32.583868,2025-09-08T19:45:32.583868,B787,2671,2,AP225;AP046,Two-stops,On Time,,,217
F0001032,Vistara,VI4834,AP160,AP146,2026-01-17T03:08:32.583868,2026-01-17T08:18:32.583868,B787,4577,1,AP276,One-stop,On Time,,,310
F0001033,Vistara,VI9526,AP098,AP199,2026-01-09T18:38:32.583868,2026-01-10T14:24:32.583868,B737-800,13371,0,,Non-stop,On Time,,,1186
F0001034,SpiceJet,SP4022,AP227,AP143,2025-12-24T13:08:32.583868,2025-12-25T01:23:32.583868,B737-800,8599,0,,Non-stop,On Time,,,735
F0001035,Air India,AI7175,AP151,AP282,2025-11-12T02:38:32.584866,2025-11-12T15:49:32.584866,ATR72,8915,0,,Non-stop,Delayed,371,Crew,791
F0001036,IndiGo,IN1463,AP101,AP118,2025-09-21T03:23:32.584866,2025-09-21T21:17:32.584866,B737-800,13994,0,,Non-stop,On Time,,,1074
F0001037,Qatar Airways,QA940,AP262,AP241,2025-10-24T00:53:32.584866,2025-10-24T09:59:32.584866,B787,6028,1,AP165,One-stop,On Time,,,546
F0001038,Delta,DE8424,AP283,AP219,2025-09-04T17:08:32.584866,2025-09-05T01:45:32.584866,ATR72,7059,0,,Non-stop,On Time,,,517
F0001039,Singapore Airlines,SI9852,AP214,AP274,2025-09-29T16:38:32.584866,2025-09-30T09:13:32.584866,ATR72,12366,1,AP172,One-stop,On Time,,,995
F0001040,Lufthansa,LU9254,AP276,AP151,2026-01-05T04:38:32.584866,2026-01-05T07:43:32.584866,A350,2912,0,,Non-stop,On Time,,,185
F0001041,SpiceJet,SP4118,AP054,AP058,2025-11-30T01:53:32.584866,2025-11-30T16:12:32.584866,A350,9451,0,,Non-stop,Delayed,148,Technical,859
F0001042,Lufthansa,LU9378,AP015,AP236,2025-09-12T17:08:32.584866,2025-09-13T11:32:32.584866,B737-800,13731,0,,Non-stop,On Time,,,1104
F0001043,Singapore Airlines,SI6879,AP195,AP157,2025-09-23T21:38:32.584866,2025-09-24T13:24:32.584866,ATR72,11491,0,,Non-stop,On Time,,,946
F0001044,United,UN2533,AP259,AP002,2025-08-26T02:23:32.584866,2025-08-26T06:04:32.584866,A321neo,202,0,,Non-stop,On Time,,,221
F0001045,Emirates,EM9295,AP151,AP057,2025-10-25T08:38:32.584866,2025-10-25T17:28:32.584866,ATR72,5829,0,,Non-stop,Cancelled,,Weather,530
F0001046,GoAir,GO927,AP084,AP253,2025-12-16T18:38:32.584866,2025-12-17T13:29:32.584866,A350,12892,0,,Non-stop,On Time,,,1131
F0001047,IndiGo,IN7283,AP079,AP183,2025-11-21T02:08:32.584866,2025-11-21T09:27:32.584866,A350,5020,0,,Non-stop,On Time,,,439
F0001048,Delta,DE3329,AP198,AP094,2025-08-28T19:08:32.584866,2025-08-28T20:23:32.584866,A320,1129,0,,Non-stop,On Time,,,75
F0001049,IndiGo,IN792,AP228,AP165,2025-10-06T14:08:32.584866,2025-10-06T21:50:32.584866,A350,5981,0,,Non-stop,On Time,,,462
F0001050,IndiGo,IN6826,AP168,AP199,2025-11-16T16:23:32.584866,2025-11-17T05:45:32.584866,B737-800,8990,1,AP159,One-stop,On Time,,,802
F0001051,GoAir,GO3962,AP194,AP200,2025-12-29T03:23:32.584866,2025-12-29T13:14:32.584866,ATR72,6358,0,,Non-stop,On Time,,,591
F0001052,Delta,DE4684,AP011,AP279,2025-11-15T01:08:32.585868,2025-11-15T08:27:32.585868,ATR72,3761,0,,Non-stop,On Time,,,439
F0001053,Singapore Airlines,SI1050,AP018,AP209,2025-09-24T17:08:32.585868,2025-09-24T22:03:32.585868,A320,2162,0,,Non-stop,Delayed,76,Weather,295
F0001054,Delta,DE2581,AP156,AP195,2026-01-11T02:23:32.585868,2026-01-11T10:40:32.585868,B737-800,4072,0,,Non-stop,On Time,,,497
F0001055,Qatar Airways,QA5254,AP006,AP032,2025-09-17T04:53:32.585868,2025-09-17T18:29:32.585868,B737-800,9404,0,,Non-stop,On Time,,,816
F0001056,Vistara,VI5236,AP100,AP260,2025-11-21T07:08:32.585868,2025-11-21T12:39:32.585868,A321neo,1840,0,,Non-stop,On Time,,,331
F0001057,Delta,DE7595,AP113,AP119,2025-10-30T14:23:32.585868,2025-10-31T02:00:32.585868,A350,6996,0,,Non-stop,On Time,,,697
F0001058,Qatar Airways,QA8795,AP151,AP072,2025-09-06T10:08:32.585868,2025-09-06T23:48:32.585868,B787,8613,0,,Non-stop,On Time,,,820
F0001059,Singapore Airlines,SI6026,AP292,AP281,2026-02-01T21:38:32.585868,2026-02-02T07:13:32.585868,A320,6790,0,,Non-stop,On Time,,,575
F0001060,Singapore Airlines,SI9940,AP223,AP166,2025-09-12T01:23:32.585868,2025-09-12T06:42:32.585868,B737-800,2185,0,,Non-stop,On Time,,,319
F0001061,Qatar Airways,QA2545,AP080,AP172,2025-09-17T17:53:32.585868,2025-09-17T19:39:32.585868,A320,293,2,AP151;AP085,Two-stops,On Time,,,106
F0001062,Qatar Airways,QA7678,AP011,AP062,2025-12-16T22:08:32.585868,2025-12-17T08:55:32.585868,A321neo,6562,0,,Non-stop,On Time,,,647
F0001063,Vistara,VI1556,AP103,AP090,2026-01-30T20:23:32.585868,2026-01-31T09:28:32.585868,B787,10739,0,,Non-stop,Delayed,403,Other,785
F0001064,GoAir,GO7337,AP021,AP032,2025-09-23T14:08:32.585868,2025-09-23T17:10:32.585868,ATR72,1727,0,,Non-stop,Delayed,257,ATC,182
F0001065,Qatar Airways,QA1495,AP039,AP230,2025-09-20T07:38:32.585868,2025-09-20T19:21:32.585868,A321neo,7712,0,,Non-stop,Delayed,336,Weather,703
F0001066,SpiceJet,SP5696,AP073,AP283,2025-09-05T04:08:32.585868,2025-09-05T10:14:32.585868,A321neo,3244,0,,Non-stop,On Time,,,366
F0001067,Vistara,VI4695,AP113,AP125,2025-09-13T21:53:32.585868,2025-09-14T03:21:32.585868,A320,4037,1,AP104,One-stop,On Time,,,328
F0001068,GoAir,GO9719,AP215,AP217,2025-11-18T20:23:32.585868,2025-11-19T00:49:32.585868,B737-800,3026,0,,Non-stop,On Time,,,266
F0001069,Vistara,VI7215,AP204,AP150,2025-12-17T19:08:32.585868,2025-12-18T02:02:32.585868,B737-800,4849,0,,Non-stop,On Time,,,414
F0001070,Qatar Airways,QA9546,AP260,AP068,2025-08-18T14:53:32.585868,2025-08-19T03:42:32.585868,A350,9644,1,AP112,One-stop,On Time,,,769
F0001071,Lufthansa,LU9618,AP144,AP183,2025-11-28T21:23:32.586866,2025-11-29T14:03:32.586866,A350,11154,1,AP087,One-stop,Delayed,429,Weather,1000
F0001072,SpiceJet,SP7845,AP016,AP169,2025-11-22T14:53:32.586866,2025-11-23T04:25:32.586866,A321neo,11145,0,,Non-stop,On Time,,,812
F0001073,Lufthansa,LU1918,AP008,AP214,2025-08-14T08:08:32.586866,2025-08-14T12:13:32.586866,A320,3887,0,,Non-stop,On Time,,,245
F0001074,SpiceJet,SP1278,AP177,AP111,2026-01-23T23:53:32.586866,2026-01-24T10:42:32.586866,B777-300ER,5612,2,AP278;AP029,Two-stops,On Time,,,649
F0001075,Cathay,CA1229,AP005,AP283,2025-09-12T07:23:32.586866,2025-09-12T20:07:32.586866,B777-300ER,8116,0,,Non-stop,Delayed,162,Weather,764
F0001076,Singapore Airlines,SI7015,AP108,AP056,2026-01-16T12:38:32.586866,2026-01-16T22:14:32.586866,B787,6138,0,,Non-stop,On Time,,,576
F0001077,Lufthansa,LU2418,AP085,AP172,2025-10-04T08:38:32.586866,2025-10-04T20:16:32.586866,B737-800,7699,0,,Non-stop,On Time,,,698
F0001078,Emirates,EM3563,AP107,AP102,2025-11-23T22:23:32.586866,2025-11-24T12:58:32.586866,A350,9921,0,,Non-stop,On Time,,,875
F0001079,Delta,DE3819,AP156,AP239,2025-10-11T08:53:32.586866,2025-10-11T18:21:32.586866,A350,7456,0,,Non-stop,On Time,,,568
F0001080,Delta,DE9026,AP021,AP039,2025-12-31T12:08:32.586866,2026-01-01T04:28:32.586866,B737-800,10869,1,AP233,One-stop,On Time,,,980
F0001081,Emirates,EM9240,AP153,AP132,2025-11-15T15:23:32.586866,2025-11-15T19:42:32.586866,A320,3882,0,,Non-stop,On Time,,,259
F0001082,Qatar Airways,QA7594,AP035,AP260,2025-09-14T13:08:32.586866,2025-09-15T03:13:32.586866,A350,9495,0,,Non-stop,On Time,,,845
F0001083,Delta,DE5496,AP071,AP141,2025-11-29T13:53:32.586866,2025-11-30T02:11:32.586866,A320,8878,0,,Non-stop,On Time,,,738
F0001084,Delta,DE3937,AP154,AP212,2025-12-31T09:23:32.586866,2025-12-31T22:55:32.586866,ATR72,10372,1,AP290,One-stop,On Time,,,812
F0001085,IndiGo,IN1398,AP210,AP034,2025-11-15T08:23:32.586866,2025-11-15T14:04:32.586866,B737-800,3920,0,,Non-stop,On Time,,,341
F0001086,United,UN1035,AP261,AP236,2025-09-10T08:53:32.587868,2025-09-10T19:34:32.587868,B737-800,7927,0,,Non-stop,On Time,,,641
F0001087,Vistara,VI9203,AP177,AP172,2026-01-28T19:53:32.587868,2026-01-29T01:26:32.587868,A321neo,4080,0,,Non-stop,Delayed,361,Security,333
F0001088,SpiceJet,SP8257,AP242,AP073,2025-12-06T20:08:32.587868,2025-12-07T08:55:32.587868,A321neo,9897,0,,Non-stop,On Time,,,767
F0001089,Cathay,CA5465,AP034,AP138,2025-10-22T09:23:32.587868,2025-10-22T21:41:32.587868,A350,7543,0,,Non-stop,On Time,,,738
F0001090,SpiceJet,SP2864,AP286,AP165,2026-01-14T21:53:32.587868,2026-01-15T10:11:32.587868,A350,10316,2,AP261;AP222,Two-stops,On Time,,,738
F0001091,Lufthansa,LU874,AP018,AP234,2025-11-24T16:53:32.587868,2025-11-24T18:26:32.587868,ATR72,402,1,AP142,One-stop,On Time,,,93
F0001092,Emirates,EM3972,AP173,AP295,2026-01-08T09:53:32.587868,2026-01-09T02:37:32.587868,B787,11796,0,,Non-stop,On Time,,,1004
F0001093,Singapore Airlines,SI4414,AP057,AP074,2025-12-24T18:08:32.587868,2025-12-25T03:33:32.587868,B777-300ER,5737,0,,Non-stop,On Time,,,565
F0001094,SpiceJet,SP4791,AP237,AP293,2026-02-03T17:53:32.587868,2026-02-04T08:16:32.587868,ATR72,10839,0,,Non-stop,On Time,,,863
F0001095,Qatar Airways,QA3106,AP035,AP292,2025-09-14T01:08:32.587868,2025-09-14T10:38:32.587868,B737-800,4917,1,AP043,One-stop,On Time,,,570
F0001096,Delta,DE9201,AP022,AP124,2025-09-04T06:53:32.587868,2025-09-04T11:12:32.587868,B787,1045,0,,Non-stop,On Time,,,259
F0001097,Emirates,EM4901,AP249,AP235,2025-10-18T10:08:32.587868,2025-10-18T13:16:32.587868,B737-800,304,0,,Non-stop,Delayed,249,Weather,188
F0001098,Emirates,EM4352,AP156,AP142,2026-02-03T13:08:32.587868,2026-02-04T05:05:32.587868,B787,11061,0,,Non-stop,Delayed,310,Late Incoming Aircraft,957
F0001099,Lufthansa,LU5251,AP003,AP046,2026-01-30T15:23:32.587868,2026-01-31T02:28:32.587868,B737-800,8184,0,,Non-stop,On Time,,,665
F0001100,Emirates,EM5599,AP018,AP150,2025-09-26T12:08:32.587868,2025-09-27T04:13:32.587868,A320,11148,0,,Non-stop,Delayed,178,ATC,965
F0001101,Delta,DE6236,AP148,AP060,2026-01-15T10:53:32.587868,2026-01-15T18:11:32.587868,A320,5832,0,,Non-stop,On Time,,,438
F0001102,SpiceJet,SP9345,AP006,AP183,2025-10-23T16:38:32.587868,2025-10-23T18:48:32.587868,A321neo,350,0,,Non-stop,On Time,,,130
F0001103,Air India,AI1476,AP286,AP124,2025-10-16T12:08:32.587868,2025-10-17T00:26:32.587868,B777-300ER,7455,1,AP121,One-stop,On Time,,,738
F0001104,Singapore Airlines,SI8834,AP296,AP268,2026-01-09T22:23:32.588867,2026-01-10T06:12:32.588867,A350,6060,2,AP088;AP293,Two-stops,On Time,,,469
F0001105,Delta,DE9148,AP213,AP052,2025-10-05T21:08:32.588867,2025-10-06T11:06:32.588867,A321neo,9153,0,,Non-stop,On Time,,,838
F0001106,Qatar Airways,QA4398,AP144,AP119,2025-12-29T02:38:32.588867,2025-12-29T04:05:32.588867,ATR72,536,0,,Non-stop,Delayed,47,Other,87
F0001107,Vistara,VI5257,AP104,AP195,2025-09-21T10:53:32.588867,2025-09-21T17:01:32.588867,A321neo,5427,1,AP177,One-stop,On Time,,,368
F0001108,Air India,AI5793,AP078,AP073,2025-08-22T04:23:32.588867,2025-08-22T18:22:32.588867,B777-300ER,10204,1,AP241,One-stop,On Time,,,839
F0001109,SpiceJet,SP5331,AP160,AP161,2025-12-10T09:38:32.588867,2025-12-10T20:33:32.588867,B737-800,7335,0,,Non-stop,On Time,,,655
F0001110,Singapore Airlines,SI7652,AP098,AP133,2025-08-19T06:08:32.588867,2025-08-19T18:16:32.588867,A321neo,8268,0,,Non-stop,On Time,,,728
F0001111,SpiceJet,SP785,AP014,AP205,2025-09-17T08:38:32.588867,2025-09-17T21:07:32.588867,B737-800,8546,0,,Non-stop,On Time,,,749
F0001112,Cathay,CA3494,AP130,AP116,2025-11-15T05:53:32.588867,2025-11-15T18:18:32.588867,B787,10091,1,AP088,One-stop,On Time,,,745
F0001113,Cathay,CA6672,AP127,AP081,2025-09-22T16:23:32.588867,2025-09-23T10:25:32.588867,A350,12566,0,,Non-stop,On Time,,,1082
F0001114,Vistara,VI8054,AP067,AP214,2025-09-09T00:23:32.588867,2025-09-09T15:09:32.588867,A321neo,11687,0,,Non-stop,On Time,,,886
F0001115,Air India,AI3124,AP052,AP119,2025-10-02T23:23:32.588867,2025-10-03T09:34:32.588867,A321neo,8709,0,,Non-stop,On Time,,,611
F0001116,Delta,DE7807,AP076,AP115,2026-01-31T07:08:32.588867,2026-01-31T16:15:32.588867,A321neo,5635,0,,Non-stop,On Time,,,547
F0001117,United,UN4573,AP080,AP059,2026-01-18T11:23:32.588867,2026-01-19T02:59:32.588867,ATR72,11254,0,,Non-stop,On Time,,,936
F0001118,GoAir,GO7544,AP040,AP213,2025-09-14T05:08:32.589867,2025-09-15T00:54:32.589867,B737-800,13513,0,,Non-stop,On Time,,,1186
F0001119,Delta,DE8777,AP129,AP112,2025-12-03T08:53:32.589867,2025-12-04T00:50:32.589867,A320,11253,0,,Non-stop,On Time,,,957
F0001120,Cathay,CA6605,AP107,AP082,2025-12-21T23:38:32.589867,2025-12-22T13:12:32.589867,A320,9056,0,,Non-stop,On Time,,,814
F0001121,United,UN8704,AP144,AP195,2025-09-13T11:38:32.589867,2025-09-14T00:01:32.589867,ATR72,8770,0,,Non-stop,On Time,,,743
F0001122,Air India,AI1527,AP056,AP287,2025-10-27T02:08:32.589867,2025-10-27T11:51:32.589867,ATR72,7088,0,,Non-stop,Diverted,562,Other,583
F0001123,Qatar Airways,QA6905,AP161,AP238,2025-09-09T07:53:32.589867,2025-09-09T23:27:32.589867,B787,10350,2,AP287;AP037,Two-stops,On Time,,,934
F0001124,Vistara,VI3189,AP065,AP017,2025-12-23T15:53:32.589867,2025-12-24T09:50:32.589867,A350,12880,1,AP272,One-stop,On Time,,,1077
F0001125,IndiGo,IN7093,AP034,AP164,2026-01-24T12:53:32.589867,2026-01-25T02:34:32.589867,B737-800,11141,0,,Non-stop,On Time,,,821
F0001126,Vistara,VI5372,AP091,AP280,2025-10-28T15:08:32.589867,2025-10-28T21:36:32.589867,A321neo,2931,1,AP162,One-stop,On Time,,,388
F0001127,United,UN8723,AP292,AP083,2026-01-20T12:08:32.589867,2026-01-20T14:25:32.589867,B787,434,0,,Non-stop,Delayed,215,Late Incoming Aircraft,137
F0001128,Air India,AI9552,AP209,AP055,2025-11-11T12:08:32.589867,2025-11-11T18:59:32.589867,B777-300ER,4641,0,,Non-stop,On Time,,,411
F0001129,SpiceJet,SP6464,AP099,AP144,2025-11-28T23:23:32.589867,2025-11-29T01:45:32.589867,B777-300ER,1276,1,AP286,One-stop,Delayed,355,Late Incoming Aircraft,142
F0001130,Cathay,CA2003,AP261,AP241,2026-01-02T22:08:32.589867,2026-01-03T14:56:32.589867,A350,12833,0,,Non-stop,On Time,,,1008
F0001131,Delta,DE6375,AP014,AP109,2026-01-28T21:38:32.589867,2026-01-29T16:18:32.589867,ATR72,12724,1,AP003,One-stop,On Time,,,1120
F0001132,Lufthansa,LU9962,AP273,AP046,2025-11-11T17:38:32.589867,2025-11-12T07:35:32.589867,A320,8542,0,,Non-stop,On Time,,,837
F0001133,Qatar Airways,QA8335,AP073,AP093,2026-02-05T00:08:32.590868,2026-02-05T12:17:32.590868,A320,8584,0,,Non-stop,On Time,,,729
F0001134,SpiceJet,SP2432,AP210,AP117,2025-10-31T06:23:32.590868,2025-10-31T10:48:32.590868,A321neo,1466,1,AP046,One-stop,On Time,,,265
F0001135,Delta,DE6413,AP095,AP012,2026-01-13T19:38:32.590868,2026-01-14T07:23:32.590868,B777-300ER,7641,1,AP138,One-stop,Delayed,70,ATC,705
F0001136,Vistara,VI6016,AP058,AP100,2025-12-11T16:53:32.590868,2025-12-12T03:12:32.590868,A321neo,5720,0,,Non-stop,On Time,,,619
F0001137,SpiceJet,SP5738,AP098,AP014,2025-09-08T13:23:32.590868,2025-09-09T02:19:32.590868,ATR72,7333,0,,Non-stop,On Time,,,776
F0001138,Delta,DE5628,AP121,AP226,2025-09-01T23:08:32.590868,2025-09-02T07:02:32.590868,B737-800,3791,1,AP131,One-stop,On Time,,,474
F0001139,Lufthansa,LU1260,AP130,AP266,2025-11-01T15:23:32.590868,2025-11-02T03:34:32.590868,B787,10259,0,,Non-stop,On Time,,,731
F0001140,Emirates,EM1537,AP171,AP191,2025-08-13T04:53:32.590868,2025-08-13T15:09:32.590868,B737-800,5639,0,,Non-stop,On Time,,,616
F0001141,IndiGo,IN9202,AP177,AP105,2025-10-16T03:23:32.590868,2025-10-16T10:17:32.590868,A321neo,3286,0,,Non-stop,Delayed,271,ATC,414
F0001142,SpiceJet,SP2771,AP157,AP071,2026-01-22T08:53:32.590868,2026-01-23T01:03:32.590868,A320,11151,0,,Non-stop,Delayed,308,Security,970
F0001143,United,UN9382,AP128,AP013,2025-08-31T16:23:32.590868,2025-09-01T06:00:32.590868,A350,9820,1,AP296,One-stop,On Time,,,817
F0001144,GoAir,GO649,AP149,AP246,2025-09-16T04:38:32.590868,2025-09-16T19:30:32.590868,B777-300ER,11554,0,,Non-stop,On Time,,,892
F0001145,Qatar Airways,QA5363,AP160,AP269,2025-09-14T00:38:32.590868,2025-09-14T10:25:32.590868,A321neo,5625,0,,Non-stop,On Time,,,587
F0001146,Singapore Airlines,SI7266,AP186,AP182,2025-10-15T11:23:32.590868,2025-10-15T20:49:32.590868,A321neo,7447,0,,Non-stop,On Time,,,566
F0001147,Delta,DE7756,AP200,AP185,2026-01-09T20:53:32.590868,2026-01-10T00:16:32.590868,B737-800,1422,0,,Non-stop,On Time,,,203
F0001148,Emirates,EM1929,AP262,AP255,2025-11-24T23:38:32.590868,2025-11-25T09:29:32.590868,A320,6151,0,,Non-stop,On Time,,,591
F0001149,Qatar Airways,QA6609,AP062,AP156,2025-10-02T18:38:32.590868,2025-10-03T00:34:32.590868,B787,3942,0,,Non-stop,Cancelled,,Technical,356
F0001150,Vistara,VI514,AP214,AP226,2026-02-06T23:53:32.591867,2026-02-07T08:09:32.591867,B787,6038,0,,Non-stop,On Time,,,496
F0001151,GoAir,GO2488,AP222,AP088,2025-10-16T11:53:32.591867,2025-10-16T22:54:32.591867,A321neo,8572,0,,Non-stop,Diverted,377,Other,661
F0001152,GoAir,GO2114,AP221,AP206,2025-12-28T18:53:32.591867,2025-12-29T02:38:32.591867,B777-300ER,5624,0,,Non-stop,On Time,,,465
F0001153,Singapore Airlines,SI6380,AP026,AP157,2025-10-07T03:23:32.591867,2025-10-07T12:52:32.591867,B787,5020,0,,Non-stop,On Time,,,569
F0001154,Qatar Airways,QA100,AP044,AP178,2025-10-30T02:38:32.591867,2025-10-30T11:59:32.591867,A320,5167,0,,Non-stop,On Time,,,561
F0001155,Lufthansa,LU6067,AP267,AP182,2025-08-26T16:23:32.591867,2025-08-27T06:55:32.591867,A321neo,11908,0,,Non-stop,On Time,,,872
F0001156,Qatar Airways,QA6246,AP269,AP286,2025-08-17T03:38:32.591867,2025-08-17T05:34:32.591867,A350,830,0,,Non-stop,On Time,,,116
F0001157,Emirates,EM6594,AP110,AP187,2026-01-13T08:53:32.591867,2026-01-14T04:12:32.591867,A321neo,13684,2,AP028;AP239,Two-stops,On Time,,,1159
F0001158,IndiGo,IN8836,AP034,AP075,2025-12-27T09:53:32.591867,2025-12-27T20:45:32.591867,A350,7386,0,,Non-stop,On Time,,,652
F0001159,Emirates,EM4384,AP017,AP167,2026-01-01T23:38:32.591867,2026-01-02T09:27:32.591867,B737-800,7653,0,,Non-stop,On Time,,,589
F0001160,Air India,AI2497,AP166,AP223,2025-09-05T10:08:32.591867,2025-09-05T16:23:32.591867,A320,4531,0,,Non-stop,On Time,,,375
F0001161,Emirates,EM212,AP115,AP013,2025-09-24T11:23:32.591867,2025-09-24T20:32:32.591867,ATR72,6732,1,AP264,One-stop,On Time,,,549
F0001162,Delta,DE9736,AP244,AP254,2025-09-08T14:38:32.591867,2025-09-08T22:10:32.591867,B777-300ER,4487,1,AP229,One-stop,On Time,,,452
F0001163,Qatar Airways,QA8771,AP050,AP217,2026-01-20T01:23:32.591867,2026-01-20T13:12:32.591867,A320,7113,0,,Non-stop,On Time,,,709
F0001164,GoAir,GO4361,AP112,AP220,2025-09-22T18:23:32.591867,2025-09-22T21:06:32.591867,A320,1416,2,AP086;AP168,Two-stops,Delayed,54,Technical,163
F0001165,Cathay,CA8687,AP122,AP184,2025-08-27T08:53:32.592869,2025-08-27T20:46:32.592869,B777-300ER,9445,1,AP209,One-stop,Delayed,143,Weather,713
F0001166,United,UN266,AP286,AP213,2026-01-03T17:38:32.592869,2026-01-04T06:22:32.592869,B777-300ER,8567,0,,Non-stop,On Time,,,764
F0001167,Singapore Airlines,SI2527,AP045,AP130,2025-12-03T21:53:32.592869,2025-12-04T16:35:32.592869,A320,13167,1,AP167,One-stop,Delayed,21,Security,1122
F0001168,Cathay,CA4386,AP295,AP105,2025-09-02T19:08:32.592869,2025-09-03T03:47:32.592869,A320,7146,1,AP239,One-stop,Delayed,48,ATC,519
F0001169,Air India,AI4037,AP044,AP092,2025-08-30T09:23:32.592869,2025-08-30T17:37:32.592869,ATR72,6786,0,,Non-stop,On Time,,,494
F0001170,Vistara,VI3619,AP031,AP252,2025-09-21T19:08:32.592869,2025-09-21T21:08:32.592869,B777-300ER,1298,0,,Non-stop,Delayed,148,Late Incoming Aircraft,120
F0001171,IndiGo,IN6068,AP256,AP031,2025-12-10T07:23:32.592869,2025-12-10T10:14:32.592869,ATR72,1082,1,AP076,One-stop,On Time,,,171
F0001172,Air India,AI5215,AP239,AP179,2025-09-07T14:53:32.592869,2025-09-08T03:45:32.592869,A350,8553,0,,Non-stop,Delayed,176,ATC,772
F0001173,Air India,AI2894,AP151,AP117,2025-10-06T14:08:32.592869,2025-10-06T17:05:32.592869,B777-300ER,1592,0,,Non-stop,On Time,,,177
F0001174,Lufthansa,LU2358,AP192,AP191,2026-01-20T15:08:32.592869,2026-01-21T09:59:32.592869,A350,12099,1,AP178,One-stop,On Time,,,1131
F0001175,Singapore Airlines,SI1146,AP065,AP243,2025-10-25T23:08:32.592869,2025-10-26T05:59:32.592869,ATR72,4461,1,AP062,One-stop,On Time,,,411
F0001176,Singapore Airlines,SI9872,AP135,AP084,2025-09-23T15:08:32.592869,2025-09-23T18:25:32.592869,ATR72,467,0,,Non-stop,On Time,,,197
F0001177,IndiGo,IN931,AP295,AP271,2025-11-07T00:38:32.592869,2025-11-07T17:13:32.592869,B737-800,11962,0,,Non-stop,On Time,,,995
F0001178,Cathay,CA4229,AP009,AP068,2025-11-09T10:08:32.592869,2025-11-09T17:51:32.592869,ATR72,3875,0,,Non-stop,On Time,,,463
F0001179,Singapore Airlines,SI5672,AP108,AP248,2025-10-08T12:53:32.593867,2025-10-08T18:20:32.593867,A350,4724,1,AP253,One-stop,On Time,,,327
F0001180,IndiGo,IN1931,AP165,AP249,2025-10-09T01:08:32.593867,2025-10-09T07:00:32.593867,A321neo,2787,0,,Non-stop,Delayed,183,Crew,352
F0001181,Vistara,VI8587,AP025,AP019,2025-09-09T18:23:32.593867,2025-09-10T05:45:32.593867,A350,7137,2,AP180;AP035,Two-stops,Delayed,49,Crew,682
F0001182,United,UN9718,AP047,AP119,2025-11-22T12:38:32.593867,2025-11-22T16:26:32.593867,B787,1860,0,,Non-stop,On Time,,,228
F0001183,SpiceJet,SP6208,AP231,AP077,2025-09-26T13:38:32.593867,2025-09-27T02:59:32.593867,ATR72,9249,2,AP110;AP050,Two-stops,On Time,,,801
F0001184,Cathay,CA8615,AP141,AP124,2025-09-21T06:23:32.593867,2025-09-21T22:26:32.593867,B787,11718,1,AP193,One-stop,On Time,,,963
F0001185,Singapore Airlines,SI9073,AP237,AP145,2026-01-11T14:38:32.593867,2026-01-12T02:56:32.593867,B787,9579,2,AP050;AP220,Two-stops,On Time,,,738
F0001186,SpiceJet,SP9469,AP268,AP193,2026-01-11T04:53:32.593867,2026-01-11T22:59:32.593867,A320,13414,0,,Non-stop,On Time,,,1086
F0001187,IndiGo,IN4698,AP200,AP022,2025-08-26T07:23:32.593867,2025-08-26T12:38:32.593867,B737-800,4663,0,,Non-stop,On Time,,,315
F0001188,IndiGo,IN351,AP105,AP297,2025-10-24T15:53:32.593867,2025-10-25T03:17:32.593867,B777-300ER,9273,0,,Non-stop,Delayed,106,Crew,684
F0001189,Air India,AI8408,AP205,AP115,2025-11-24T08:08:32.593867,2025-11-24T11:29:32.593867,ATR72,3114,1,AP020,One-stop,On Time,,,201
F0001190,IndiGo,IN3542,AP203,AP200,2025-12-14T12:23:32.593867,2025-12-14T14:16:32.593867,B777-300ER,1197,0,,Non-stop,On Time,,,113
F0001191,Delta,DE2528,AP043,AP029,2025-09-12T03:53:32.593867,2025-09-12T19:40:32.593867,B777-300ER,11539,1,AP143,One-stop,On Time,,,947
F0001192,Singapore Airlines,SI8076,AP192,AP287,2025-11-19T09:38:32.594865,2025-11-19T21:11:32.594865,A320,7607,2,AP246;AP104,Two-stops,On Time,,,693
F0001193,Lufthansa,LU4371,AP279,AP267,2025-10-29T23:23:32.594865,2025-10-30T06:15:32.594865,A350,4716,0,,Non-stop,On Time,,,412
F0001194,Singapore Airlines,SI7929,AP030,AP220,2025-12-23T13:23:32.594865,2025-12-23T16:24:32.594865,B737-800,2520,0,,Non-stop,On Time,,,181
